,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
2053558,8729692325,34916PC,NY,APP,08/23/2019,84,REFG,HIN,T,17890,0,0,20200331,18.0,18,18,348520,T106,A,0636A,,NY,I,S,E 45th St,10ft E/of Vanderbilt,0,408,F1,,YYYYYYY,,,WH,,2015,,0,D,,,,
3151232,8707575646,JDL7569,NY,PAS,09/09/2019,38,SUBN,FORD,T,42730,40404,40404,20201031,79.0,79,79,370263,T301,E,0126P,,K,F,61,Fulton St,,0,408,J3,, YYYYYY,0900A,0700P,WH,,2013,,0,09,,,,
6966091,8764589481,T783560C,NY,OMT,12/07/2019,21,4DSD,VOLKS,T,10210,18750,18770,20200930,19.0,19,19,356258,T103,E,0736A,,NY,F,1580,3rd Ave,,0,408,I4,, YYYYYY,0730A,0800A,BK,,2018,,0,03,,,,
6798715,8662641581,5D45D,NY,OMT,12/23/2019,50,TAXI,TOYOT,T,0,0,0,20191231,10.0,10,10,361329,MTTF,F,0237P,,NY,I,W,8th Ave,0ft N/of W 41st St,0,408,L2,,YYYYYYY,,,YW,,2012,,0,13,,,,
3874940,8740644911,GSX7865,NY,PAS,10/08/2019,71,SUBN,KIA,T,58330,51930,51730,20200807,94.0,94,94,361069,T301,D,0100P,,K,F,986,Manhattan Ave,,0,408,D1,,YYYYYYY,,,RD,,2017,,0,17,,,,
454541,1459856995,394745R,NJ,PAS,07/02/2019,21,SUBN,CADIL,S,31330,8330,13830,0,66.0,66,0,510935,BK12,0.0,1136A,,K,F,284,DAHILL RD,,0,408,D1,,BYBBBBB,1130A,0100P,BLACK,0.0,0,-,0,,,,,
526903,4659544310,FMS4764,NY,PAS,07/22/2019,36,SUBN,CHRYS,V,0,0,0,0,,0,0,0,,,1144A,,QN,,,SB FRANCIS LEWIS BLV,D @ 17TH RD,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1682948,4662184770,GTX9893,NY,PAS,08/09/2019,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0842P,,BX,,,SB MELROSE AVE @ E 1,65TH ST,0,1180,B,T,,,,BK,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8187816,8788961205,53618MM,NY,COM,01/10/2020,19,REFG,INTER,T,36420,29220,27420,20200228,52.0,52,52,362213,T201,E,1123A,,BX,F,2565,Grand Concourse,,0,408,F1,,YYYYYYY,,,RD,,2006,,0,C,,,,
6176326,8802303083,63459JM,NY,COM,11/04/2019,69,VAN,INTER,T,17970,0,0,88880088,18.0,18,18,370872,T106,P,0202P,,NY,I,S,E 49th St,30ft W/of Park Ave,0,408,H1,, YYYYY,0700A,0600P,BROWN,,1996,,0,17,,,,
3723221,4668839954,HXX1739,NY,PAS,10/15/2019,36,SUBN,FORD,V,10350,40404,40404,0,,0,0,0,,,0651A,,BK,,,NB 4TH AVE @ 13TH ST,,0,1180,B,T,,,,MR,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4957918,8790358685,473558R,NJ,PAS,10/10/2019,40,4DSD,DODGE,T,33720,40404,40404,88880088,42.0,42,42,358632,T201,O,0645A,,BX,O,1344,Freeman St,,0,408,E5,,YYYYYYY,,,WHITE,,0,,2,F,,,,
7123235,8793206963,FHY6930,NY,PAS,11/29/2019,70,2DSD,ME/BE,T,10140,0,0,20190331,108.0,108,108,367880,T401,N,0429P,,Q,I,S,45th Ave,30ft E/of 11th St,0,408,D,,YYYYYYY,,,MR,,1980,,0,U,,,,
2444460,4665223725,JFA2032,NY,PAS,09/06/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1137A,,BK,,,EB 65TH ST @ 16TH AV,E,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3272657,8737877781,YING6666,NY,SRF,09/12/2019,20,SUBN,MASE,T,52390,29290,61390,20200916,109.0,109,109,356560,T401,G,0744P,,Q,O,41-59,Kissena Blvd,,0,408,C3,,YYYYYYY,,,GY,,2018,,0,02,,,,
1765912,8497335338,T771793C,NY,OMT,08/19/2019,54,SUBN,LEXUS,T,10810,0,0,20200331,14.0,14,14,362534,MTTF,E,0536P,,NY,I,E,8th Ave,40ft N/of W 31st St,0,408,F1,,YYYYYYY,,,BK,,2012,,0,17.0,,,,
9799332,8783975937,GZX2939,NY,PAS,03/04/2020,21,4DSD,VOLKS,T,56630,61790,14490,20210803,112.0,112,112,362178,T402,B,0950A,,Q,F,68-50,Nansen St,,0,408,D1,,   Y,0930A,1100A,GY,,2010,,0,01,,,,
7441513,8741297740,JLC9001,NY,PAS,01/17/2020,9,SUBN,HONDA,T,29220,49420,0,20210821,52.0,52,52,366507,T201,L,0321P,,BX,X,,E Fordham Rd,Marion Ave,0,408,J6,,YYYYYYY,,,WH,,2020,,0,31,,,,
3290041,8740427547,HGV8220,NY,PAS,08/30/2019,38,SUBN,ME/BE,T,58190,0,0,20200515,104.0,104,104,368599,T402,H,0236P,,Q,I,E,Onderdonk Ave,45ft N/of Myrtle Ave,0,408,I3,, YYYYYY,0900A,0700P,BK,,2009,,0,30,,,,
4346706,8554633362,EUT4285,NY,PAS,10/17/2019,21,4DSD,TOYOT,T,9790,10790,10890,20210908,108.0,108,108,358571,T401,X,1152A,,Q,F,50-42,42nd St,,0,408,D1,,    Y,1130A,0100P,GY,,2010,,0,52-A,,,,
128836,4659544760,GUP2288,NY,PAS,07/22/2019,36,SUBN,CADIL,V,0,0,0,0,,0,0,0,,,1147A,,BK,,,WB LINDEN BLVD @ LIN,COLN AVE,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8006587,8751890150,XGVG50,NJ,PAS,01/21/2020,19,DELV,HIN,T,51090,64790,23070,20200088,103.0,103,103,367895,T402,A,1225P,,Q,O,14719,Jamaica Ave,,0,408,K2,,YYYYYYY,,,WHITE,,0,,0,16,,,,
8947841,4679538041,20887SH,NY,SCL,02/24/2020,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0846A,,BX,,,SB BROADWAY @ 252ND,ST,0,1180,B,T,,,,YW,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3284227,8739282466,NUE471,NY,PAS,09/13/2019,21,4DSD,BUICK,T,11710,36230,24490,20191012,26.0,26,26,362521,T103,BB,1113A,,NY,F,1305,Amsterdam Ave,,0,408,D1,,  Y  Y,1100A,1230A,GY,,2008,,0,Q,,,,
2261439,8758616020,41856ML,NY,COM,08/26/2019,69,VAN,FORD,T,13610,21690,13810,20200331,5.0,5,5,359605,T101,D,1046A,1026A,NY,F,476,Broadway,,0,408,H1,, YYYYY,0700A,0600P,WH,,2018,,0,95,,,,
6686799,4673493450,T805036C,NY,OMT,12/06/2019,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0144P,,MN,,,EB E HOUSTON ST @ AV,E C,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1284745,4663404340,GNN7290,NY,PAS,08/20/2019,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0917P,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,BLGY,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
10068949,4681229015,CTP4307,NY,PAS,03/16/2020,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1256P,,BK,,,SB ROCKAWAY PKWY @ A,VE J,0,1180,B,T,,,,GY,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2768095,1460399663,T709010C,NY,OMT,09/10/2019,21,SDN,NISSA,S,47020,75370,74570,20200831,46.0,46,0,582848,BX05,0000,1205P,,BX,F,1944,LORING PLACE SOUTH,,0,408,F7,,BYBBYBB,1130A,0100P,BLACK,0.0,0,-,0,,,,,
9432603,8805266103,35212MH,NY,COM,02/07/2020,14,VAN,FORD,T,18070,0,0,20200731,17.0,17,17,367936,MTTF,G,0304P,,NY,I,S,E 54th St,10ft E/of Madison Av,0,408,C,, YYYYY,0700A,0600P,WH,,2015,,0,24,,,,
7102901,8792606465,29172ML,NY,COM,12/07/2019,20,VAN,FORD,T,0,0,0,88880088,52.0,52,52,365308,T201,K,0259P,,BX,I,W,Morris Ave,10ft S/of E 190th St,0,408,C,,YYYYYYY,,,BROWN,,2019,,0,31,,,,
541424,4659534248,HYV2999,NY,PAS,07/22/2019,36,4DSD,SUBAR,V,0,0,0,0,,0,0,0,,,1030A,,BK,,,NB BAY PKWY @ 63RD S,T,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
259535,8733322387,GWT5497,NY,PAS,07/02/2019,21,SUBN,HONDA,T,59990,15890,16040,20210213,112.0,112,112,353179,T402,B,0807A,,Q,F,115-10,Queens Blvd,,0,408,I4,, YYYYYY,0800A,0830A,BL,,2015,,0,09,,,,
1221153,4661640792,JGW3188,NY,PAS,08/05/2019,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,0629A,,QN,,,EB QUEENS BLVD @ 55T,H ST,0,1180,B,T,,,,GR,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6668932,4672290440,79023MJ,NY,COM,11/21/2019,36,VAN,DODGE,V,0,0,0,0,,0,0,0,,,0933A,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3885758,8739685020,HFF5326,NY,PAS,10/14/2019,20,SUBN,SUBAR,T,67730,92230,64230,20200526,60.0,60,60,362559,T302,J,0128P,,K,F,2815,Ocean Pky,,0,408,D,,YYYYYYY,0700A,0700P,BL,,2009,,0,N,,,,
6290820,4673666847,JGB7761,NY,PAS,12/12/2019,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0724P,,QN,,,EB BEACH CHANNEL DR,@ BEACH 104TH ST,0,1180,B,T,,,,BL,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3867577,8739396368,HVJ8852,NY,PAS,10/04/2019,70,PICK,FORD,T,69120,0,0,20190924,49.0,49,49,369592,T201,R,0446P,,BX,I,S,Tomlinson Ave,2ft E/of Lydig Ave,0,408,C,,YYYYYYY,,,RED,,2017,,0,49,,,,
5022333,4670183436,JMM6460,NY,PAS,10/30/2019,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0858A,,QN,,,WB ROCKAWAY BLVD @ L,INCOLN ST,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6517568,8785811518,GJM2635,NY,PAS,12/10/2019,21,SUBN,FORD,T,18390,8590,8790,20210819,115.0,115,115,365879,T401,D,0845A,,Q,F,35-11,91st St,,0,408,D1,,  Y,0830A,1000A,WH,,2006,,0,19-A,,,,
8527156,8685649729,HYV2237,NY,PAS,02/20/2020,14,SUBN,HONDA,T,6030,5430,5580,20220310,78.0,78,78,350416,T302,I,0314P,,K,F,283,9th St,,0,408,I3,, YYYYYY,0800A,0700P,WH,,2015,,0,56,,,,
9639425,4680839703,JJM4798,NY,PAS,03/11/2020,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0619A,,BK,,,WB ATLANTIC AVE @ CL,ERMONT AVE,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8904059,4678508016,ZNJ8328,PA,PAS,02/12/2020,36,TK,FORD,V,0,0,0,0,,0,0,0,,,0206P,,QN,,,NB MARATHON PKWY @ T,HORNHILL AVE,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6036907,8781619984,ENM5668,NY,PAS,11/14/2019,21,SUBN,AUDI,T,6230,5430,5580,20201208,78.0,78,78,343918,T302,L,0845A,,K,F,304,11th St,,0,408,D1,,    Y,0830A,1000A,GY,,2016,,0,C1,,,,
7166150,8802412078,P932741,IL,PAS,12/24/2019,77,BUS,MCI,T,34850,0,0,88880088,18.0,18,18,365351,MTTF,E,0425P,,NY,I,N,W 54th St,120ft W/of 6th Ave,0,408,C,,YYYYYYY,,,GREY,,0,,0,11,,,,
4555912,8732376273,43174MN,NY,COM,10/02/2019,14,SUBN,FORD,T,60130,0,0,20200904,83.0,83,83,366554,T301,P,0402P,,K,I,N,Melrose St,10ft W/of Broadway,0,408,J6,,YYYYYYY,,,WH,,2006,,0,SPCL,,,,
5483500,4670498988,HKV9826,NY,PAS,10/30/2019,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1155A,,ST,,,SB GIFFORDS LN @ GIB,SON AVE,0,1180,B,T,,,,GY,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6928686,8755474202,67678MH,NY,COM,12/03/2019,69,VAN,,T,17810,0,0,20211031,17.0,17,17,346001,T106,J,0444P,,NY,I,N,E 41st St,65ft W/of 3rd Ave,0,408,H1,, YYYYY,0700A,0600P,WH,,2015,,0,37,,,,
8651292,8785998825,JHA4485,NY,PAS,02/05/2020,40,SUBN,ACURA,T,45120,20920,11820,20210416,43.0,43,43,352093,T201,O,0931A,,BX,O,1792,Lafayette Ave,,0,408,M5,,YYYYYYY,,,GY,,2001,,6,A,,,,
9549817,1475496618,KJC8541,PA,PAS,03/09/2020,21,SUBN,PORSC,S,57250,40930,47210,0,63.0,63,0,667964,KS18,0000,1129A,,K,O,24,LOTT PLACE,,0,408,D1,,YBBBBBB,1100A,1230P,B,0.0,0,-,0,,,,,
3413585,8755828644,DEMARP4,NY,COM,08/28/2019,20,PICK,FORD,T,34150,10910,11010,20200331,10.0,10,10,365934,T102,A,1103A,,NY,F,446,W 19th St,,0,408,D,, YYYYY,0800A,0800P,BK,,2018,,0,99,,,,
8096465,8772476151,22804MA,NY,COM,01/24/2020,20,VAN,FORD,T,34030,10510,10610,20200531,6.0,6,6,367964,T101,D,1121A,,NY,O,128,W 13th St,,0,408,D,, YYYYYY,0800A,0600P,WH,,2010,,0,33,,,,
6013492,8775894749,T832801,NJ,PAS,11/21/2019,46,SUBN,HYUND,T,0,0,0,88880088,46.0,46,46,363139,T201,O,0114P,,BX,I,S,W 180th St,120ft E/of Andrews A,0,408,D,,YYYYYYY,,,SILVE,,0,,0,D,,,,
5058189,4671109700,HGU6459,NY,PAS,11/06/2019,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1009A,,QN,,,WB UNION TPKE @ WOOD,HAVEN BLVD,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3372825,8754278569,28662MH,NY,COM,08/30/2019,46,VAN,FRUEH,T,45590,18630,18650,88880088,19.0,19,19,363498,T103,L,0225P,,NY,F,1562,York Ave,,0,408,F1,,YYYYYYY,,,BROWN,,2016,,0,M,,,,
5769798,8732293460,W546ST,UT,PAS,11/16/2019,38,SUBN,INFIN,T,14810,28990,59990,20200188,112.0,112,112,357319,T402,G,0101P,,Q,F,107-15,70th Rd,,0,408,C3,, YYYYYY,0900A,1000P,WHITE,,0,,0,07,,,,
10529998,8801469810,LGF5414,PA,PAS,03/16/2020,46,4DSD,TOYOT,T,10880,16680,16730,20200088,62.0,62,62,370838,T302,G,0108P,,K,F,2141,86th St,,0,408,I4,,YYYYYYY,,,GOLD,,0,,0,06,,,,
6152247,8801855369,ZUS8465,VA,PAS,11/20/2019,38,4DSD,NISSA,T,14630,35380,35430,20190788,61.0,61,61,370784,T302,G,1255P,,K,F,1316,Avenue U,,0,408,I3,, YYYYYY,0830A,0700P,SILVE,,0,,0,34,,,,
8207601,8791370097,BYX7675,NY,PAS,01/21/2020,21,SUBN,VOLVO,T,19790,18590,18610,20200721,19.0,19,19,363976,T103,CC,0909A,,NY,F,25,East End Ave,,0,408,D1,,  Y  Y,0900A,1030A,WH,,2004,,0,02,,,,
6757205,4674503796,JME2006,NY,PAS,12/24/2019,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0537P,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5315700,8777261495,HVB6409,NY,PAS,11/01/2019,20,4DSD,TOYOT,T,0,0,0,20191101,52.0,52,52,363920,T201,J,0157P,,BX,I,E,Wayne Ave,25ft S/of E Gun Hill,0,408,I4,, YYYYY,0700A,0500P,BK,,2004,,0,52,,,,
343686,8748011745,GG160,RI,PAS,07/11/2019,20,2DSD,BMW,T,83330,0,0,20190288,90.0,90,90,362233,T301,B,1244P,,K,I,E,Marcus Garvey Blvd,80ft S/of Broadway,0,408,D1,,YYYYYYY,,,RED,,0,,0,15,,,,
5702290,8689782412,58776PC,NY,APP,11/07/2019,14,DELV,HIN,T,34370,10065,11110,20200131,10.0,10,10,363054,MTTF,C,0859A,,NY,F,530,W 30th St,,0,408,F1,,YYYYYYY,,,WH,,2017,,0,17,,,,
1803730,8570957427,FJX2434,NC,PAS,08/07/2019,31,SUBN,HYUND,T,34550,10610,10810,20191088,10.0,10,10,355223,T108,C,0740A,,NY,F,268,W 39th St,,0,408,C3,, YYYYY,0600A,0600P,GREY,,0,,0,01,,,,
4477569,8719449460,2752889,IN,PAS,10/04/2019,84,REFG,INTER,T,59990,10390,10540,88880088,108.0,108,108,361130,T401,D,0906A,,Q,F,46-10,Queens Blvd,,0,408,C3,,YYYYYYY,,,WHITE,,0,,0,27-A,,,,
3521941,8773250028,35479MA,NY,COM,09/07/2019,38,DELV,NISSA,T,18530,0,0,20210724,19.0,19,19,363143,T103,Q,1111A,,NY,I,N,E 77th St,10ft W/of Madison Av,0,408,F1,, YYYYYY,0900A,0700P,WH,,2015,,0,29,,,,
9301217,8781183471,HKP7358,NY,PAS,02/13/2020,31,SUBN,BMW,T,14310,19690,22690,20200919,5.0,5,5,366440,T101,N,0341P,,NY,O,22,Catherine St,,0,408,D,, YYYYYY,0700A,0700P,WH,,2018,,0,L,,,,
10512546,8804004095,S4584G,TN,PAS,03/03/2020,21,SUBN,LEXUS,T,18450,27790,24890,20201088,19.0,19,19,368915,T103,D,0918A,,NY,F,142,E 73rd St,,0,408,D1,,  Y  Y,0900A,1030A,GREY,,0,,0,61,,,,
327241,8747826332,HYH1061,NY,PAS,07/12/2019,21,SUBN,ME/BE,T,56230,36880,75430,20200303,67.0,67,67,362237,T302,Y,0909A,,K,O,666,Linden Blvd,,0,408,D1,,  Y  Y,0900A,1030A,GY,,2015,,0,CC1,,,,
1364572,8727890909,HSA1840,NY,PAS,08/19/2019,38,2DSD,NISSA,T,13190,0,0,20190924,108.0,108,108,367422,T401,G,0428P,,Q,I,W,63rd St,20ft S/of Roosevelt,0,408,I4,, YYYYYY,0730A,0700P,RD,,2008,,0,41-A,,,,
9164965,8753293290,13026JY,NY,COM,02/22/2020,38,VAN,GMC,T,7540,64290,9640,88880088,114.0,114,114,367318,T401,U,1138A,,Q,O,40-10,28th Ave,,0,408,J6,, YYYYYY,0900A,0700P,WHITE,,2007,,0,11-A,,,,
1194235,4661184671,GZP1038,NY,PAS,08/02/2019,36,4DSD,FORD,V,0,0,0,0,,0,0,0,,,0139P,,QN,,,EB NORTHERN BLVD @ 6,0TH ST,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
10073450,4681652519,EUH8802,NY,PAS,03/19/2020,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0734A,,QN,,,NB HOOK CREEK BLVD @, S CONDUIT AVE,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2185417,8751972785,XDNH81,NJ,PAS,08/23/2019,20,VAN,DODGE,T,21730,13810,30790,20190088,1.0,1,1,367361,T101,H,0946A,,NY,F,75,Greene St,,0,408,D,, YYYYY,0800A,0600P,WHITE,,0,,0,63,,,,
5646166,8667138435,FPA1642,NY,PAS,10/31/2019,14,PICK,CHEVR,T,28990,0,0,20191231,112.0,112,112,353158,T402,G,0257P,,Q,I,N,Austin St,5ft W/of 73rd Rd,0,408,I4,,YYYYYYY,,,WH,,2017,,0,09,,,,
7047817,8781680314,75402ML,NY,COM,12/16/2019,82,VAN,NISSA,T,18650,10210,10110,20200430,19.0,19,19,356243,T103,M,0513P,,NY,F,208,E 83rd St,,0,408,E2,,YYYYYYY,,,WH,,2017,,0,CC1,,,,
5081491,4671565810,JJM7183,NY,PAS,11/14/2019,36,SUBN,INFIN,V,0,0,0,0,,0,0,0,,,0242P,,BK,,,EB LINDEN BLVD @ VER,MONT ST,0,1180,B,T,,,,BK,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2745880,8778851968,HVX3276,NY,PAS,09/20/2019,14,SUBN,FORD,T,0,0,0,20191203,121.0,121,121,348538,T303,A,0719A,,R,I,E,Richmond Ave,15ft S/of Leo St,0,408,J6,,YYYYYYY,,,BK,,0,,0,09-A,,,,
9293635,8785652260,AS56711,CT,PAS,01/30/2020,21,2DSD,LEXUS,T,19130,10110,10010,88880088,23.0,23,23,347675,T103,X,0943A,,NY,F,339,E 108th St,,0,408,D1,, Y  Y,0930A,1100A,GREEN,,0,,0,34,,,,
4203735,4668599414,54721MK,NY,COM,10/04/2019,36,VAN,FORD,V,0,0,0,0,,0,0,0,,,0936A,,QN,,,EB QUEENS BLVD @ 51S,T AVE,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7032303,8778735210,XCYS99,NJ,PAS,12/19/2019,46,VAN,FORD,T,15310,0,0,88880088,5.0,5,5,365914,T105,C,0817A,,NY,I,W,Chrystie St,70ft N/of E Houston,0,408,F1,,YYYYYYY,,,YELLO,,0,,0,015,,,,
10290568,8745089589,JJG6076,NY,OMS,03/01/2020,19,4DSD,CHEVR,T,11010,97510,11310,20200930,34.0,34,34,331733,T800,A2,0237A,,NY,F,3746,10th Ave,,0,408,C,,YYYYYYY,,,BK,,2020,,0,B,,,,
873336,8736021659,XBHV44,NJ,PAS,07/15/2019,14,VAN,FORD,T,34430,10410,13610,88880088,13.0,13,13,367926,T102,D,0827A,,NY,F,17,W 33rd St,,0,408,C,,YYYYYYY,,,YELLO,,0,,0,09,,,,
6107640,8786656867,T791692C,NY,OMT,11/19/2019,31,SUBN,TOYOT,T,34690,10810,10910,20200831,18.0,18,18,348520,T106,A,0819A,,NY,F,346,W 46th St,,0,408,C,, YYYYYY,0700A,0600P,GY,,2015,,0,B,,,,
6620148,1464898273,96090MA,NY,COM,11/26/2019,14,VAN,FRUEH,P,25390,17970,17990,0,18.0,18,401,955488,0401,0.0,0520P,,NY,F,444,MADISON AVE,,0,408,C,,YYYYYBB,0400P,0700P,BR,0.0,2013,-,0,,,,,
1085213,8766854672,3A73L7,TN,PAS,07/12/2019,21,4DSD,BMW,T,9530,7230,17330,20180388,66.0,66,66,351343,T302,N,0858A,,K,F,2128,59th St,,0,408,D1,,     Y,0830A,1000A,SILVE,,0,,0,H,,,,
8141800,8775670021,97BD77,NY,LMB,01/14/2020,51,MCY,NS/OT,T,62530,58330,44930,20200430,90.0,90,90,361813,T301,S,0106P,,K,F,68,Moore St,,0,408,J6,,YYYYYYY,,,BLACK,,0,,0,SPCL,,,,
8009769,8751360755,AU929Z,NJ,PAS,01/08/2020,69,DELV,FRUEH,T,34550,10610,10810,88880088,17.0,17,17,370836,T106,F,0812A,,NY,F,270,W 39th St,,0,408,H1,, YYYYY,0600A,0600P,WHITE,,0,,0,99,,,,
647933,8621592836,24722MJ,NY,COM,07/25/2019,14,VAN,DODGE,T,34910,10610,13610,20200630,18.0,18,18,361831,MTTF,D,0715A,,NY,F,217,W 57th St,,0,408,C,, YYYYYY,0700A,1000A,WH,,2016,,0,07,,,,
8424418,4678050498,HVK9637,NY,PAS,02/06/2020,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0847A,,BX,,,NB MACDONOUGH PL @ D,WIGHT PL,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3810561,8683213031,GHG9286,NY,PAS,10/12/2019,16,SUBN,TOYOT,T,34610,11110,11112,20210628,10.0,10,10,343267,T501,A,0908A,,NY,F,605,W 42nd St,,0,408,J7,,YYYYYYY,,,WH,,2013,,0,01,,,,
1228662,4662410654,JHS4897,NY,PAS,08/12/2019,36,SUBN,TESLA,V,0,0,0,0,,0,0,0,,,1037A,,QN,,,SB CROSS BAY BLVD @,SHAD CREEK RD,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7608114,1463552683,4ABXU1,CT,PAS,12/27/2019,21,SDN,HONDA,S,0,0,0,0,24.0,24,0,588436,MN07,0.0,1146A,,NY,F,,W 99 ST,W/O WEST END AVE,0,408,D1,,BYBBYBB,1130A,0100P,GR,0.0,0,-,0,,,,,
2409750,4664710460,JKN9562,NY,PAS,08/27/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0153P,,BK,,,SB RALPH AVE @ E 66T,H ST,0,1180,B,T,,,,GR,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9060162,8699332233,72842MB,NY,COM,02/04/2020,20,VAN,FORD,T,32645,33090,32985,20211031,6.0,6,6,370291,T101,B,1026A,,NY,F,1,University Pl,,0,408,D,, YYYYY,0800A,0600P,WHITE,,2007,,0,23,,,,
7356532,5109280472,JGN7794,NY,PAS,12/28/2019,7,4DSD,HONDA,V,0,27310,0,0,,0,0,0,,,0848A,,BX,,,BRUCKNER BLVD (W/B),@ WHITE PLAINS RD,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
6865244,8738892273,BBD5485,NY,PAS,12/02/2019,70,SUBN,VOLKS,T,18930,10410,25390,20191123,23.0,23,23,358184,T103,P,0325P,,NY,F,38,E 98th St,,0,408,I4,,YYYYYYY,,,BLACK,,2018,,0,01,,,,
3684212,4667839223,GKP8514,NY,PAS,10/03/2019,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0607P,,QN,,,SB LITTLE NECK PKWY,@ 82ND DR,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7639051,1464952760,HUG6840,NY,PAS,01/15/2020,20,SUBN,FORD,P,65810,10440,10590,20200222,108.0,108,109,363149,T109,0.0,0429P,,Q,F,47-11,VAN DAM ST,,0,408,F1,,YYYYYBB,0800A,0700P,BK,0.0,2009,-,0,,,,,
866415,8728068105,JDR6645,NY,PAS,07/07/2019,40,SUBN,HONDA,T,48230,0,0,20181128,71.0,71,71,362205,T302,M,0744A,,K,I,N,Hawthorne St,100ft E/of Albany Av,0,408,J6,,YYYYYYY,,,BLACK,,2018,,0,C,,,,
253548,8712841330,KYW4981,PA,PAS,07/08/2019,21,SUBN,MITSU,T,36330,0,0,88880088,67.0,67,67,359288,T302,E,1112A,,K,I,W,E 34th St,40ft S/of Snyder Ave,0,408,D1,, Y  Y,1100A,1230A,BLACK,,0,,0,18,,,,
